"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130"
"43",558,454,192,312,538,504,424,426,342,426,510,426,558,454,192,312,538,504,424,426,342,426,510,426,558,454,504,424,192,538,426,342,30,114,480,426,142,588,114,424,112,454,0,396,504,454,454,162,504,504,588,558,424,114,142,538,504,426,396,84,454,426,426,454,588,112,510,474,504,508,508,114,424,538,426,480,538,396,426,510,480,342,84,426,474,114,142,30,426,396,558,426,312,312,454,474,538,342,538,142,510,588,30,510,426,588,192,342,396,504,538,396,474,510,508,192,510,538,426,342,558,558,480,426,162,454,192,504,510,588
"44",330,538,588,84,310,276,196,114,426,342,198,198,330,538,588,84,310,276,196,114,426,342,198,198,330,538,276,196,588,310,198,114,426,342,168,114,538,360,426,196,508,226,396,0,276,538,226,558,588,276,360,330,508,342,538,310,276,198,312,396,538,198,114,226,360,508,198,246,588,280,280,426,196,310,198,168,310,168,30,198,168,114,312,30,558,342,538,426,426,84,330,198,84,396,538,558,310,426,310,538,114,360,426,114,114,360,588,114,168,588,310,396,246,198,280,588,114,310,342,426,330,330,84,426,558,226,588,588,198,360
"45",276,586,342,192,358,162,304,246,474,558,360,246,276,586,342,192,358,162,304,246,474,558,360,246,276,586,30,304,504,358,276,192,504,558,360,276,616,84,588,304,616,304,504,276,0,586,304,504,342,30,246,114,616,588,586,358,192,276,588,588,616,246,276,274,84,616,330,192,474,388,388,558,304,388,246,360,388,276,246,360,360,162,588,276,504,558,616,474,588,276,276,276,192,504,586,342,358,504,388,586,360,276,504,360,246,114,312,192,276,504,358,588,30,360,388,504,330,358,588,474,276,114,360,558,342,274,474,312,330,114
"46",700,112,616,454,508,586,342,508,112,196,622,508,700,112,616,454,508,586,342,508,112,196,622,508,700,112,616,454,616,508,538,454,454,508,622,538,454,670,538,342,454,454,454,538,586,0,342,616,304,616,670,700,30,538,312,508,616,538,226,538,142,508,538,312,670,342,592,616,274,538,426,508,454,538,508,622,426,538,508,622,622,424,538,538,304,508,342,424,226,538,700,538,454,142,112,304,508,142,426,424,622,700,454,622,508,700,586,454,538,304,396,226,616,622,538,616,592,396,226,112,700,700,622,196,616,424,586,274,592,700
"47",388,454,586,142,226,304,30,226,454,538,280,226,388,454,586,142,226,304,30,226,454,538,280,226,388,454,274,142,586,226,196,112,424,538,310,196,424,388,508,30,454,112,454,226,304,342,0,616,586,274,388,388,342,508,342,226,274,196,538,538,424,226,196,30,388,342,310,304,616,226,114,538,142,196,226,310,84,226,226,280,310,142,538,196,616,538,312,454,508,226,388,196,142,454,454,616,226,424,84,454,280,358,424,280,226,358,616,112,226,586,114,538,304,280,226,586,310,114,508,454,388,388,310,538,616,142,616,616,310,358
"48",396,616,192,474,700,342,586,588,504,588,672,588,396,616,192,474,700,342,586,588,504,588,672,588,396,616,504,586,30,700,588,504,192,276,642,588,304,588,276,586,274,616,162,558,504,616,616,0,504,504,426,558,586,276,304,700,342,588,558,246,616,588,588,616,588,274,672,312,342,670,670,276,586,700,588,642,700,558,588,672,642,504,246,588,312,276,304,192,588,558,396,588,474,474,616,474,700,504,700,304,672,426,192,672,588,588,192,504,558,342,700,558,474,672,670,30,672,700,588,504,396,558,642,588,162,616,30,504,672,588
"49",588,304,312,504,700,504,616,588,192,276,642,588,588,304,312,504,700,504,616,588,192,276,642,588,588,304,312,616,474,700,558,474,474,588,672,558,586,426,558,616,616,586,504,588,342,304,586,504,0,312,588,426,304,558,616,700,474,558,276,588,274,588,558,616,426,616,672,504,192,700,700,588,616,670,588,672,670,588,588,642,672,504,588,558,192,588,586,504,246,588,588,558,504,192,304,30,700,162,670,616,642,558,474,642,588,396,342,474,588,162,700,276,342,642,700,474,672,700,246,192,588,426,672,276,342,616,504,30,672,396
"50",276,616,312,192,388,192,304,276,504,588,330,276,276,616,312,192,388,192,304,276,504,588,330,276,276,616,0,304,474,388,246,162,474,588,360,246,586,114,558,304,616,274,504,276,30,616,274,504,312,0,276,114,616,558,616,388,162,246,588,588,586,276,246,304,114,616,360,192,504,388,388,588,304,358,276,360,358,276,276,330,360,192,588,246,504,588,586,504,558,276,276,246,192,504,616,342,388,474,358,616,330,246,474,330,276,84,342,162,276,474,388,588,30,330,388,474,360,388,558,504,276,114,360,588,342,304,504,342,360,84
"51",30,670,588,276,358,84,388,330,558,642,276,246,30,670,588,276,358,84,388,330,558,642,276,246,30,670,276,388,426,358,276,276,588,642,276,360,700,246,672,388,700,388,588,360,246,670,388,426,588,276,0,192,700,672,670,274,114,192,672,672,700,162,360,358,162,700,246,114,396,388,388,642,388,388,246,276,304,192,330,360,360,246,672,360,426,642,700,558,672,360,30,276,276,588,670,588,358,588,388,670,276,114,588,360,330,192,558,276,276,426,358,672,276,276,304,426,246,274,672,558,114,276,360,642,588,358,396,558,330,276
"52",162,700,426,246,388,276,358,360,588,672,276,276,162,700,426,246,388,276,358,360,588,672,276,276,162,700,114,358,588,388,276,276,588,672,246,360,700,114,672,358,670,388,558,330,114,700,388,558,426,114,192,0,670,672,700,304,276,192,642,642,700,192,360,388,30,670,276,246,588,358,358,672,358,388,276,246,304,162,360,360,330,276,642,360,558,672,700,588,672,330,162,276,246,558,700,396,388,588,388,700,276,276,588,360,360,30,426,276,246,588,388,642,84,276,274,588,276,304,672,588,246,84,330,672,396,388,588,426,360,114
"53",670,142,616,424,538,616,312,538,142,226,622,538,670,142,616,424,538,616,312,538,142,226,622,538,670,142,616,424,616,538,538,454,454,538,592,538,454,700,538,312,424,454,424,508,616,30,342,586,304,616,700,670,0,538,342,538,616,538,196,508,142,538,538,342,700,312,622,586,304,508,396,538,424,538,538,592,426,508,538,622,592,454,508,538,274,538,342,454,226,508,670,538,424,112,142,274,538,142,426,454,622,700,454,622,538,700,616,454,508,304,426,196,586,622,508,616,622,426,226,142,670,670,592,226,586,454,616,304,622,700
"54",672,538,246,426,622,588,538,426,426,342,480,510,672,538,246,426,622,588,538,426,426,342,480,510,672,538,558,538,246,622,480,396,84,30,510,396,196,672,84,538,226,508,114,342,588,538,508,276,558,558,672,672,538,0,226,622,558,480,342,114,508,510,396,538,672,226,510,588,588,622,622,114,538,592,510,510,592,510,342,480,510,426,30,312,588,30,196,114,396,426,672,480,426,426,538,588,622,396,592,226,396,642,84,396,426,642,276,396,510,558,622,426,588,480,622,246,426,622,312,426,672,672,426,426,276,538,276,588,510,642
"55",700,424,304,454,508,586,342,508,424,508,622,508,700,424,304,454,508,586,342,508,424,508,622,508,700,424,616,454,304,508,538,454,142,196,622,538,142,670,226,342,142,454,142,538,586,312,342,304,616,616,670,700,342,226,0,508,616,538,538,226,454,508,538,312,670,30,592,616,586,538,426,196,454,538,508,622,426,538,508,622,622,424,226,538,616,196,30,112,538,538,700,538,454,454,424,616,508,454,426,112,622,700,142,622,508,700,274,454,538,616,396,538,616,622,538,304,592,396,538,424,700,700,622,508,304,424,274,586,592,700
"56",304,396,700,226,84,358,226,280,508,592,226,196,304,396,700,226,84,358,226,280,508,592,226,196,304,396,388,114,700,84,226,226,538,592,226,310,426,358,622,226,426,114,538,310,358,508,226,700,700,388,274,304,538,622,508,0,388,142,622,622,426,112,310,196,274,538,196,388,670,114,226,592,114,114,196,226,142,142,280,310,310,196,622,310,700,592,538,508,622,310,304,226,226,538,396,700,84,538,226,396,226,388,538,310,280,304,670,226,226,700,196,622,388,226,30,700,196,112,622,508,388,388,310,592,700,84,670,670,280,388
"57",114,616,474,192,388,30,304,276,504,588,330,276,114,616,474,192,388,30,304,276,504,588,330,276,114,616,162,304,312,388,246,162,474,588,360,246,586,276,558,304,616,274,504,276,192,616,274,342,474,162,114,276,616,558,616,388,0,246,588,588,586,276,246,304,276,616,360,30,342,388,388,588,304,358,276,360,358,276,276,330,360,192,588,246,342,588,586,504,558,276,114,246,192,504,616,504,388,474,358,616,330,84,474,330,276,246,504,162,276,312,388,588,192,330,388,312,360,388,558,504,114,276,360,588,504,304,342,504,360,246
"58",192,538,558,114,226,276,226,198,426,510,84,114,192,538,558,114,226,276,226,198,426,510,84,114,192,538,246,226,558,226,84,84,396,510,114,168,508,276,480,226,538,196,426,198,276,538,196,588,558,246,192,192,538,480,538,142,246,0,510,510,508,30,168,226,192,538,114,276,588,226,226,510,226,196,114,114,112,30,198,168,198,114,510,168,588,510,508,426,480,198,192,84,114,426,538,588,226,396,196,538,84,246,396,168,198,162,588,84,114,558,226,510,276,84,142,558,114,142,480,426,276,276,198,510,588,226,588,588,198,246
"59",642,226,588,396,622,588,508,426,114,30,510,510,642,226,588,396,622,588,508,426,114,30,510,510,642,226,588,508,588,622,510,426,426,342,480,426,538,672,426,508,508,538,396,312,588,226,538,558,276,588,672,642,196,342,538,622,588,510,0,396,226,510,426,538,672,508,510,558,276,592,592,426,508,622,510,480,622,480,342,510,480,426,312,342,246,342,538,426,114,396,642,510,396,84,226,246,622,114,622,538,426,672,426,426,426,672,588,426,480,276,622,84,558,510,592,588,426,622,30,114,642,642,396,114,558,538,588,276,510,672
"60",642,538,276,396,622,588,508,342,426,426,426,510,642,538,276,396,622,588,508,342,426,426,426,510,642,538,588,508,276,622,510,426,114,114,396,342,226,672,30,508,196,538,84,396,588,538,538,246,588,588,672,642,508,114,226,622,588,510,396,0,538,510,342,538,672,196,426,558,588,592,592,30,508,622,510,396,622,480,426,426,396,426,84,426,558,114,226,114,342,312,642,510,396,396,538,558,622,426,622,226,510,672,114,510,342,672,276,426,480,588,622,312,558,426,592,276,510,622,426,426,642,642,480,342,246,538,276,588,426,672
"61",700,30,586,454,426,616,454,538,142,226,592,538,700,30,586,454,426,616,454,538,142,226,592,538,700,30,586,342,586,426,508,424,424,538,622,508,312,700,508,454,342,312,454,538,616,142,424,616,274,586,700,700,142,508,454,426,586,508,226,538,0,538,508,454,700,454,622,616,304,426,538,538,342,396,538,622,508,538,538,592,622,454,538,508,304,538,424,454,196,538,700,508,454,142,30,304,426,112,508,342,592,670,424,592,538,670,616,424,538,274,538,226,616,592,426,586,622,538,196,142,700,700,622,226,616,342,616,304,622,670
"62",192,508,588,114,196,246,226,168,396,480,114,84,192,508,588,114,196,246,226,168,396,480,114,84,192,508,276,226,588,196,114,114,426,480,114,198,538,246,510,226,538,226,426,198,246,508,226,588,588,276,162,192,538,510,508,112,276,30,510,510,538,0,198,196,162,538,84,276,558,226,226,480,226,226,84,114,142,30,168,198,198,84,510,198,588,480,538,396,510,198,192,114,114,426,508,588,196,426,226,508,114,276,426,198,168,192,558,114,114,588,196,510,276,114,142,588,84,112,510,396,276,276,198,480,588,196,558,558,168,276
"63",360,538,558,114,310,276,226,30,426,426,84,198,360,538,558,114,310,276,226,30,426,426,84,198,360,538,246,226,558,310,168,84,396,426,114,0,508,360,312,226,538,196,426,114,276,538,196,588,558,246,360,360,538,396,538,310,246,168,426,342,508,198,0,226,360,538,114,276,588,310,310,342,226,280,198,114,280,198,114,84,114,114,426,84,588,426,508,426,312,30,360,168,114,426,538,588,310,396,280,538,168,330,396,168,30,330,588,84,198,558,310,342,276,84,310,558,198,310,396,426,360,360,198,342,588,226,588,588,114,330
"64",388,424,616,142,196,274,30,196,424,508,310,196,388,424,616,142,196,274,30,196,424,508,310,196,388,424,304,142,616,196,226,142,454,508,310,226,454,358,538,30,454,142,454,226,274,312,30,616,616,304,358,388,342,538,312,196,304,226,538,538,454,196,226,0,358,342,280,304,586,226,114,508,142,226,196,310,114,226,196,310,310,112,538,226,616,508,342,424,538,226,388,226,142,454,424,616,196,454,114,424,310,388,454,310,196,388,586,142,226,616,84,538,304,310,226,616,280,84,538,424,388,388,310,508,616,112,586,586,280,388
"65",192,670,426,276,358,246,388,330,558,642,276,246,192,670,426,276,358,246,388,330,558,642,276,246,192,670,114,388,588,358,276,276,588,642,276,360,700,84,672,388,700,388,588,360,84,670,388,588,426,114,162,30,700,672,670,274,276,192,672,672,700,162,360,358,0,700,246,276,558,388,388,642,388,388,246,276,304,192,330,360,360,246,672,360,588,642,700,558,672,360,192,276,276,588,670,426,358,588,388,670,276,276,588,360,330,30,396,276,276,588,358,672,114,276,304,588,246,274,672,558,276,114,360,642,426,358,558,396,330,114
"66",670,454,304,424,538,616,312,538,454,538,622,538,670,454,304,424,538,616,312,538,454,538,622,538,670,454,616,424,304,538,538,454,142,226,592,538,142,700,226,312,112,454,112,508,616,342,342,274,616,616,700,670,312,226,30,538,616,538,508,196,454,538,538,342,700,0,622,586,616,508,396,226,424,538,538,592,426,508,538,622,592,454,196,538,586,226,30,142,538,508,670,538,424,424,454,586,538,454,426,142,622,700,142,622,538,700,304,454,508,616,426,508,586,622,508,304,622,426,538,454,670,670,592,538,274,454,304,616,622,700
"67",276,592,672,198,280,330,310,84,480,480,30,168,276,592,672,198,280,330,310,84,480,480,30,168,276,592,360,310,672,280,198,198,510,480,30,114,622,330,426,310,622,310,510,198,330,592,310,672,672,360,246,276,622,510,592,196,360,114,510,426,622,84,114,280,246,622,0,360,642,310,310,396,310,310,168,30,226,114,168,114,114,168,510,198,672,480,622,480,426,114,276,198,198,510,592,672,280,510,310,592,114,360,510,198,84,276,642,198,198,672,280,426,360,30,226,672,84,196,510,480,360,360,198,396,672,280,642,642,84,360
"68",84,616,504,162,388,30,274,276,504,588,360,276,84,616,504,162,388,30,274,276,504,588,360,276,84,616,192,274,342,388,276,192,504,588,330,276,616,276,588,274,586,304,474,246,192,616,304,312,504,192,114,246,586,588,616,388,30,276,558,558,616,276,276,304,276,586,360,0,342,358,358,588,274,388,276,330,388,246,276,360,330,192,558,276,312,588,616,504,588,246,84,276,162,474,616,474,388,504,388,616,360,114,504,360,276,276,504,192,246,342,388,558,162,360,358,342,360,388,588,504,84,246,330,588,474,304,342,504,360,276
"69",426,274,504,504,670,312,616,558,162,246,672,558,426,274,504,504,670,312,616,558,162,246,672,558,426,274,504,616,342,670,588,504,504,558,672,588,616,558,588,616,616,616,504,588,474,274,616,342,192,504,396,588,304,588,586,670,342,588,276,588,304,558,588,586,558,616,642,342,0,700,700,558,616,700,558,672,700,588,558,672,672,474,588,588,30,558,616,474,276,588,426,588,504,192,274,192,670,192,700,586,672,426,504,672,558,588,474,504,588,30,670,276,504,672,700,342,642,670,276,162,426,588,672,246,504,586,312,162,642,588
"70",358,426,700,196,30,388,196,310,538,622,310,142,358,426,700,196,30,388,196,310,538,622,310,142,358,426,388,84,700,30,142,226,538,622,280,310,426,304,622,196,396,114,508,280,388,538,226,670,700,388,388,358,508,622,538,114,388,226,592,592,426,226,310,226,388,508,310,358,700,0,112,622,84,30,142,280,226,196,310,226,196,226,592,310,670,622,538,538,622,280,358,142,196,508,426,670,30,538,142,426,310,304,538,226,310,388,700,226,112,700,142,592,358,310,84,700,310,226,622,538,274,274,196,622,670,114,700,700,226,304
"71",358,538,700,196,142,388,84,310,538,622,310,142,358,538,700,196,142,388,84,310,538,622,310,142,358,538,388,196,700,142,142,226,538,622,280,310,538,304,622,84,508,226,508,280,388,426,114,670,700,388,388,358,396,622,426,226,388,226,592,592,538,226,310,114,388,396,310,358,700,112,0,622,196,142,142,280,114,196,310,226,196,226,592,310,670,622,426,538,622,280,358,142,196,508,538,670,142,538,30,538,310,304,538,226,310,388,700,226,112,700,30,592,358,310,196,700,310,114,622,538,274,274,196,622,670,226,700,700,226,304
"72",672,508,276,426,592,558,538,312,396,396,426,480,672,508,276,426,592,558,538,312,396,396,426,480,672,508,588,538,276,592,510,426,114,84,426,342,226,642,30,538,226,538,114,426,558,508,538,276,588,588,642,672,538,114,196,592,588,510,426,30,538,480,342,508,642,226,396,588,558,622,622,0,538,622,480,426,622,510,396,426,426,396,114,426,588,84,226,84,342,342,672,510,426,426,508,588,592,426,622,196,510,672,114,510,312,672,246,426,510,588,592,342,588,426,622,276,480,592,426,396,672,672,510,312,276,508,246,558,396,672
"73",358,342,616,112,114,304,112,226,454,538,310,226,358,342,616,112,114,304,112,226,454,538,310,226,358,342,304,0,616,114,226,142,454,538,280,226,342,388,538,112,312,30,424,196,304,454,142,586,616,304,388,358,424,538,454,114,304,226,508,508,342,226,226,142,388,424,310,274,616,84,196,538,0,114,226,280,226,196,226,310,280,142,508,226,586,538,454,454,538,196,358,226,112,424,342,586,114,454,226,342,310,388,454,310,226,388,616,142,196,616,226,508,274,310,84,616,310,226,538,454,358,358,280,538,586,30,616,616,310,388
"74",388,426,670,226,30,388,226,310,538,622,280,142,388,426,670,226,30,388,226,310,538,622,280,142,388,426,358,114,670,30,112,196,508,622,310,280,396,304,592,226,426,84,538,310,388,538,196,700,670,358,388,388,538,592,538,114,358,196,622,622,396,226,280,226,388,538,310,388,700,30,142,622,114,0,142,310,196,226,310,196,226,226,622,280,700,622,508,538,592,310,388,112,226,538,426,700,30,508,112,426,280,274,508,196,310,358,700,196,142,670,142,622,388,280,114,670,310,226,592,538,304,304,226,622,700,114,700,700,226,274
"75",276,508,588,114,112,246,226,168,396,480,198,0,276,508,588,114,112,246,226,168,396,480,198,0,276,508,276,226,588,112,30,114,426,480,198,198,538,162,510,226,538,226,426,198,246,508,226,588,588,276,246,276,538,510,508,196,276,114,510,510,538,84,198,196,246,538,168,276,558,142,142,480,226,142,0,198,226,114,168,114,114,84,510,198,588,480,538,396,510,198,276,30,114,426,508,588,112,426,142,508,198,192,426,114,168,276,558,114,30,588,112,510,276,198,226,588,168,196,510,396,192,192,114,480,588,196,558,558,84,192
"76",246,622,672,168,310,360,280,114,510,510,30,198,246,622,672,168,310,360,280,114,510,510,30,198,246,622,360,280,672,310,198,198,510,510,0,114,622,360,426,280,592,310,480,168,360,622,310,642,672,360,276,246,592,510,622,226,360,114,480,396,622,114,114,310,276,592,30,330,672,280,280,426,280,310,198,0,226,84,198,114,84,198,480,198,642,510,622,510,426,84,246,198,168,480,622,642,310,510,310,622,114,360,510,198,114,276,672,198,168,672,310,396,330,30,196,672,114,226,510,510,330,330,168,426,642,310,672,672,114,360
"77",304,538,670,226,226,388,114,310,538,622,196,226,304,538,670,226,226,388,114,310,538,622,196,226,304,538,358,226,670,226,196,196,508,622,226,280,508,388,592,114,538,196,538,310,388,426,84,700,670,358,304,304,426,592,426,142,358,112,622,622,508,142,280,114,304,426,226,388,700,226,114,622,226,196,226,226,0,142,310,280,310,226,622,280,700,622,396,538,592,310,304,196,226,538,538,700,226,508,84,538,196,358,508,280,310,274,700,196,226,670,114,622,388,196,142,670,226,30,592,538,388,388,310,622,700,226,700,700,310,358
"78",162,538,588,84,226,276,196,198,426,510,114,114,162,538,588,84,226,276,196,198,426,510,114,114,162,538,276,196,588,226,114,114,426,510,84,198,538,276,510,196,508,226,396,168,276,538,226,558,588,276,192,162,508,510,538,142,276,30,480,480,538,30,198,226,192,508,114,246,588,196,196,510,196,226,114,84,142,0,198,198,168,114,480,198,558,510,538,426,510,168,162,114,84,396,538,558,226,426,226,538,114,276,426,198,198,192,588,114,84,588,226,480,246,114,112,588,114,142,510,426,246,246,168,510,558,226,588,588,198,276
"79",360,508,588,114,280,246,226,84,396,312,198,168,360,508,588,114,280,246,226,84,396,312,198,168,360,508,276,226,588,280,198,114,426,312,198,114,538,330,426,226,538,226,426,30,246,508,226,588,588,276,330,360,538,342,508,280,276,198,342,426,538,168,114,196,330,538,168,276,558,310,310,396,226,310,168,198,310,198,0,198,198,84,342,30,588,312,538,396,426,114,360,198,114,426,508,588,280,426,310,508,114,360,426,114,84,360,558,114,198,588,280,426,276,198,310,588,84,280,342,396,360,360,114,396,588,196,558,558,168,360
"80",360,622,642,198,226,360,310,114,510,510,84,114,360,622,642,198,226,360,310,114,510,510,84,114,360,622,330,310,642,226,84,168,480,510,114,84,592,276,396,310,622,280,510,198,360,622,280,672,642,330,360,360,622,480,622,310,330,168,510,426,592,198,84,310,360,622,114,360,672,226,226,426,310,196,114,114,280,198,198,0,30,198,510,168,672,510,592,510,396,114,360,84,198,510,622,672,226,480,196,622,168,246,480,84,114,330,672,168,114,642,226,426,360,84,310,642,198,310,480,510,276,276,114,426,672,310,672,672,30,246
"81",330,622,672,168,226,360,280,114,510,510,114,114,330,622,672,168,226,360,280,114,510,510,114,114,330,622,360,280,672,226,114,198,510,510,84,114,622,276,426,280,592,310,480,168,360,622,310,642,672,360,360,330,592,510,622,310,360,198,480,396,622,198,114,310,360,592,114,330,672,196,196,426,280,226,114,84,310,168,198,30,0,198,480,198,642,510,622,510,426,84,330,114,168,480,622,642,226,510,226,622,198,276,510,114,114,360,672,198,84,672,226,396,330,114,280,672,198,310,510,510,246,246,84,426,642,310,672,672,30,276
"82",276,424,504,30,196,162,142,84,312,396,198,84,276,424,504,30,196,162,142,84,312,396,198,84,276,424,192,142,504,196,114,30,342,396,198,114,454,246,426,142,454,142,342,114,162,424,142,504,504,192,246,276,454,426,424,196,192,114,426,426,454,84,114,112,246,454,168,192,474,226,226,396,142,226,84,198,226,114,84,198,198,0,426,114,504,396,454,312,426,114,276,114,30,342,424,504,196,342,226,424,198,276,342,198,84,276,474,30,114,504,196,426,192,198,226,504,168,196,426,312,276,276,198,396,504,112,474,474,168,276
"83",642,538,276,396,622,588,508,426,426,342,510,510,642,538,276,396,622,588,508,426,426,342,510,510,642,538,588,508,276,622,510,426,114,30,480,426,226,672,114,508,196,538,84,312,588,538,538,246,588,588,672,642,508,30,226,622,588,510,312,84,538,510,426,538,672,196,510,558,588,592,592,114,508,622,510,480,622,480,342,510,480,426,0,342,558,30,226,114,426,396,642,510,396,396,538,558,622,426,622,226,426,672,114,426,426,672,276,426,480,588,622,396,558,510,592,276,426,622,342,426,642,642,396,426,246,538,276,588,510,672
"84",360,538,558,114,310,276,226,114,426,342,168,198,360,538,558,114,310,276,226,114,426,342,168,198,360,538,246,226,558,310,168,84,396,342,198,84,508,360,396,226,538,196,426,30,276,538,196,588,558,246,360,360,538,312,538,310,246,168,342,426,508,198,84,226,360,538,198,276,588,310,310,426,226,280,198,198,280,198,30,168,198,114,342,0,588,342,508,426,396,114,360,168,114,426,538,588,310,396,280,538,84,330,396,84,114,330,588,84,198,558,310,426,276,168,310,558,114,310,312,426,360,360,114,426,588,226,588,588,198,330
"85",396,304,504,474,700,342,586,588,192,276,672,588,396,304,504,474,700,342,586,588,192,276,672,588,396,304,504,586,342,700,588,504,504,588,642,588,616,588,588,586,586,616,474,558,504,304,616,312,192,504,426,558,274,588,616,700,342,588,246,558,304,588,588,616,588,586,672,312,30,670,670,588,586,700,588,642,700,558,588,672,642,504,558,588,0,588,616,504,276,558,396,588,474,162,304,162,700,192,700,616,672,426,504,672,588,588,504,504,558,30,700,246,474,672,670,342,672,700,276,192,396,558,642,276,474,616,342,192,672,588
"86",672,508,276,426,592,558,538,396,396,312,510,480,672,508,276,426,592,558,538,396,396,312,510,480,672,508,588,538,276,592,510,426,114,0,510,426,226,642,114,538,226,538,114,342,558,508,538,276,588,588,642,672,538,30,196,592,588,510,342,114,538,480,426,508,642,226,480,588,558,622,622,84,538,622,480,510,622,510,312,510,510,396,30,342,588,0,226,84,426,426,672,510,426,426,508,588,592,426,622,196,426,672,114,426,396,672,246,426,510,588,592,426,588,510,622,276,396,592,342,396,672,672,426,396,276,508,246,558,480,672
