"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130"
"87",700,454,274,454,538,616,342,538,454,538,592,538,700,454,274,454,538,616,342,538,454,538,592,538,700,454,586,454,274,538,508,424,112,226,622,508,112,700,196,342,142,424,142,538,616,342,312,304,586,586,700,700,342,196,30,538,586,508,538,226,424,538,508,342,700,30,622,616,616,538,426,226,454,508,538,622,396,538,538,592,622,454,226,508,616,226,0,142,508,538,700,508,454,454,454,616,538,424,396,142,592,670,112,592,538,670,304,424,538,586,426,538,616,592,538,274,622,426,508,454,700,700,622,538,304,454,304,616,622,670
"88",588,424,192,342,508,474,454,396,312,396,510,396,588,424,192,342,508,474,454,396,312,396,510,396,588,424,504,454,192,508,426,342,30,84,510,426,142,558,114,454,142,454,30,426,474,424,454,192,504,504,558,588,454,114,112,508,504,426,426,114,454,396,426,424,558,142,480,504,474,538,538,84,454,538,396,510,538,426,396,510,510,312,114,426,504,84,142,0,426,426,588,426,342,342,424,504,508,342,538,112,510,588,30,510,396,588,162,342,426,504,508,426,504,510,538,192,480,508,426,312,588,588,510,396,192,424,162,474,480,588
"89",672,226,558,426,622,588,538,342,114,114,396,510,672,226,558,426,622,588,538,342,114,114,396,510,672,226,558,538,558,622,480,396,396,426,426,312,508,672,312,538,538,508,426,426,588,226,508,588,246,558,672,672,226,396,538,622,558,480,114,342,196,510,312,538,672,538,426,588,276,622,622,342,538,592,510,426,592,510,426,396,426,426,426,396,276,426,508,426,0,342,672,480,426,114,226,276,622,84,592,538,480,642,396,480,342,642,588,396,510,246,622,30,588,396,622,558,510,622,84,114,672,672,510,30,588,538,588,276,426,642
"90",330,538,588,84,310,276,196,30,426,426,114,198,330,538,588,84,310,276,196,30,426,426,114,198,330,538,276,196,588,310,198,114,426,426,84,30,538,360,342,196,508,226,396,84,276,538,226,558,588,276,360,330,508,426,538,310,276,198,396,312,538,198,30,226,360,508,114,246,588,280,280,342,196,310,198,84,310,168,114,114,84,114,396,114,558,426,538,426,342,0,330,198,84,396,538,558,310,426,310,538,198,360,426,198,30,360,588,114,168,588,310,312,246,114,280,588,198,310,426,426,330,330,168,342,558,226,588,588,114,360
"91",0,700,588,246,388,114,358,360,588,672,276,276,0,700,588,246,388,114,358,360,588,672,276,276,0,700,276,358,426,388,276,276,588,672,246,360,700,276,672,358,670,388,558,330,276,700,388,396,588,276,30,162,670,672,700,304,114,192,642,642,700,192,360,388,192,670,276,84,426,358,358,672,358,388,276,246,304,162,360,360,330,276,642,360,396,672,700,588,672,330,0,276,246,558,700,558,388,588,388,700,276,114,588,360,360,192,588,276,246,426,388,642,246,276,274,426,276,304,672,588,84,246,330,672,558,388,426,588,360,276
"92",276,538,558,114,142,276,226,198,426,510,168,30,276,538,558,114,142,276,226,198,426,510,168,30,276,538,246,226,558,142,0,84,396,510,198,168,508,192,480,226,538,196,426,198,276,538,196,588,558,246,276,276,538,480,538,226,246,84,510,510,508,114,168,226,276,538,198,276,588,142,142,510,226,112,30,198,196,114,198,84,114,114,510,168,588,510,508,426,480,198,276,0,114,426,538,588,142,396,112,538,168,162,396,84,198,246,588,84,30,558,142,510,276,168,226,558,198,226,480,426,192,192,114,510,588,226,588,588,114,162
"93",246,454,504,0,226,192,112,114,342,426,198,114,246,454,504,0,226,192,112,114,342,426,198,114,246,454,192,112,504,226,114,30,342,426,168,114,454,276,426,112,424,142,312,84,192,454,142,474,504,192,276,246,424,426,454,226,192,114,396,396,454,114,114,142,276,424,198,162,504,196,196,426,112,226,114,168,226,84,114,198,168,30,396,114,474,426,454,342,426,84,246,114,0,312,454,474,226,342,226,454,198,276,342,198,114,276,504,30,84,504,226,396,162,198,196,504,198,226,426,342,246,246,168,426,474,142,504,504,198,276
"94",558,142,504,312,538,504,424,426,30,114,510,426,558,142,504,312,538,504,424,426,30,114,510,426,558,142,504,424,504,538,426,342,342,426,480,426,454,588,426,424,424,454,312,396,504,142,454,474,192,504,588,558,112,426,454,538,504,426,84,396,142,426,426,454,588,424,510,474,192,508,508,426,424,538,426,480,538,396,426,510,480,342,396,426,162,426,454,342,114,396,558,426,312,0,142,162,538,30,538,454,510,588,342,510,426,588,504,342,396,192,538,84,474,510,508,504,510,538,114,30,558,558,480,114,474,454,504,192,510,588
"95",700,0,616,454,396,586,454,508,112,196,622,508,700,0,616,454,396,586,454,508,112,196,622,508,700,0,616,342,616,396,538,454,454,508,622,538,342,670,538,454,342,342,454,538,586,112,454,616,304,616,670,700,142,538,424,396,616,538,226,538,30,508,538,424,670,454,592,616,274,426,538,508,342,426,508,622,538,538,508,622,622,424,538,538,304,508,454,424,226,538,700,538,454,142,0,304,396,142,538,312,622,700,454,622,508,700,586,454,538,304,508,226,616,622,426,616,592,508,226,112,700,700,622,196,616,312,586,274,592,700
"96",558,304,342,474,700,504,586,588,192,276,672,588,558,304,342,474,700,504,586,588,192,276,672,588,558,304,342,586,504,700,588,504,504,588,642,588,616,426,588,586,586,616,474,558,342,304,616,474,30,342,588,396,274,588,616,700,504,588,246,558,304,588,588,616,426,586,672,474,192,670,670,588,586,700,588,642,700,558,588,672,642,504,558,588,162,588,616,504,276,558,558,588,474,162,304,0,700,192,700,616,672,588,504,672,588,426,342,504,558,192,700,246,312,672,670,504,672,700,276,192,558,396,642,276,312,616,504,30,672,426
"97",388,396,700,226,0,358,226,280,508,592,310,112,388,396,700,226,0,358,226,280,508,592,310,112,388,396,388,114,700,0,142,226,538,592,310,310,426,274,622,226,426,114,538,310,358,508,226,700,700,388,358,388,538,622,508,84,388,226,622,622,426,196,310,196,358,538,280,388,670,30,142,592,114,30,112,310,226,226,280,226,226,196,622,310,700,592,538,508,622,310,388,142,226,538,396,700,0,538,142,396,310,304,538,226,280,388,670,226,142,700,112,622,388,310,114,700,280,196,622,508,304,304,226,592,700,84,670,670,196,304
"98",588,142,474,342,538,504,454,426,30,114,480,426,588,142,474,342,538,504,454,426,30,114,480,426,588,142,474,454,474,538,396,312,312,426,510,396,424,588,396,454,454,424,342,426,504,142,424,504,162,474,588,588,142,396,454,538,474,396,114,426,112,426,396,454,588,454,510,504,192,538,538,426,454,508,426,510,508,426,426,480,510,342,426,396,192,426,424,342,84,426,588,396,342,30,142,192,538,0,508,454,480,558,312,480,426,558,504,312,426,162,538,114,504,480,538,474,510,538,84,30,588,588,510,114,504,454,504,192,510,558
"99",388,538,670,226,142,388,114,310,538,622,280,142,388,538,670,226,142,388,114,310,538,622,280,142,388,538,358,226,670,142,112,196,508,622,310,280,508,304,592,114,538,196,538,310,388,426,84,700,670,358,388,388,426,592,426,226,358,196,622,622,508,226,280,114,388,426,310,388,700,142,30,622,226,112,142,310,84,226,310,196,226,226,622,280,700,622,396,538,592,310,388,112,226,538,538,700,142,508,0,538,280,274,508,196,310,358,700,196,142,670,30,622,388,280,226,670,310,114,592,538,304,304,226,622,700,226,700,700,226,274
"100",700,312,304,454,396,586,454,508,424,508,622,508,700,312,304,454,396,586,454,508,424,508,622,508,700,312,616,342,304,396,538,454,142,196,622,538,30,670,226,454,30,342,142,538,586,424,454,304,616,616,670,700,454,226,112,396,616,538,538,226,342,508,538,424,670,142,592,616,586,426,538,196,342,426,508,622,538,538,508,622,622,424,226,538,616,196,142,112,538,538,700,538,454,454,312,616,396,454,538,0,622,700,142,622,508,700,274,454,538,616,508,538,616,622,426,304,592,508,538,424,700,700,622,508,304,312,274,586,592,700
"101",276,622,642,198,310,360,310,198,510,426,84,198,276,622,642,198,310,360,310,198,510,426,84,198,276,622,330,310,642,310,168,168,480,426,114,168,592,360,480,310,622,280,510,114,360,622,280,672,642,330,276,276,622,396,622,226,330,84,426,510,592,114,168,310,276,622,114,360,672,310,310,510,310,280,198,114,196,114,114,168,198,198,426,84,672,426,592,510,480,198,276,168,198,510,622,672,310,480,280,622,0,330,480,84,198,246,672,168,198,642,310,510,360,84,226,642,30,226,396,510,360,360,114,510,672,310,672,672,198,330
"102",114,700,558,276,304,114,388,360,588,672,330,192,114,700,558,276,304,114,388,360,588,672,330,192,114,700,246,388,396,304,162,246,558,672,360,330,670,192,642,388,700,358,588,360,276,700,358,426,558,246,114,276,700,642,700,388,84,246,672,672,670,276,330,388,276,700,360,114,426,304,304,672,388,274,192,360,358,276,360,246,276,276,672,330,426,672,670,588,642,360,114,162,276,588,700,588,304,558,274,700,330,0,558,246,360,246,588,246,192,396,304,672,276,330,388,396,360,388,642,588,30,192,276,672,588,388,426,588,276,162
"103",588,454,162,342,538,504,454,426,342,426,480,426,588,454,162,342,538,504,454,426,342,426,480,426,588,454,474,454,162,538,396,312,0,114,510,396,112,588,84,454,142,424,30,426,504,454,424,192,474,474,588,588,454,84,142,538,474,396,426,114,424,426,396,454,588,142,510,504,504,538,538,114,454,508,426,510,508,426,426,480,510,342,114,396,504,114,112,30,396,426,588,396,342,342,454,504,538,312,508,142,480,558,0,480,426,558,192,312,426,474,538,426,504,480,538,162,510,538,396,342,588,588,510,426,192,454,192,504,510,558
"104",360,622,642,198,226,360,310,198,510,426,168,114,360,622,642,198,226,360,310,198,510,426,168,114,360,622,330,310,642,226,84,168,480,426,198,168,592,276,480,310,622,280,510,114,360,622,280,672,642,330,360,360,622,396,622,310,330,168,426,510,592,198,168,310,360,622,198,360,672,226,226,510,310,196,114,198,280,198,114,84,114,198,426,84,672,426,592,510,480,198,360,84,198,510,622,672,226,480,196,622,84,246,480,0,198,330,672,168,114,642,226,510,360,168,310,642,114,310,396,510,276,276,30,510,672,310,672,672,114,246
"105",360,508,588,114,280,246,226,0,396,396,114,168,360,508,588,114,280,246,226,0,396,396,114,168,360,508,276,226,588,280,198,114,426,396,114,30,538,330,342,226,538,226,426,114,246,508,226,588,588,276,330,360,538,426,508,280,276,198,426,342,538,168,30,196,330,538,84,276,558,310,310,312,226,310,168,114,310,198,84,114,114,84,426,114,588,396,538,396,342,30,360,198,114,426,508,588,280,426,310,508,198,360,426,198,0,360,558,114,198,588,280,342,276,114,310,588,168,280,426,396,360,360,198,312,588,196,558,558,84,360
"106",192,700,396,276,388,276,388,360,588,672,246,276,192,700,396,276,388,276,388,360,588,672,246,276,192,700,84,388,558,388,246,246,558,672,276,330,670,114,642,388,700,358,588,360,114,700,358,588,396,84,192,30,700,642,700,304,246,162,672,672,670,192,330,388,30,700,276,276,588,388,388,672,388,358,276,276,274,192,360,330,360,276,672,330,588,672,670,588,642,360,192,246,276,588,700,426,388,558,358,700,246,246,558,330,360,0,426,246,276,558,388,672,114,246,304,558,276,304,642,588,276,114,360,672,426,388,588,426,360,84
"107",588,586,30,504,670,474,616,558,474,558,672,558,588,586,30,504,670,474,616,558,474,558,672,558,588,586,342,616,192,670,588,504,192,246,672,588,304,396,276,616,304,616,192,588,312,586,616,192,342,342,558,426,616,276,274,670,504,588,588,276,616,558,588,586,396,304,642,504,474,700,700,246,616,700,558,672,700,588,558,672,672,474,276,588,504,246,304,162,588,588,588,588,504,504,586,342,670,504,700,274,672,588,192,672,558,426,0,504,588,504,670,588,342,672,700,192,642,670,588,474,588,426,672,558,30,586,162,312,642,426
"108",276,454,474,30,226,192,142,114,342,426,168,114,276,454,474,30,226,192,142,114,342,426,168,114,276,454,162,142,474,226,84,0,312,426,198,84,424,276,396,142,454,112,342,114,192,454,112,504,474,162,276,276,454,396,454,226,162,84,426,426,424,114,84,142,276,454,198,192,504,226,226,426,142,196,114,198,196,114,114,168,198,30,426,84,504,426,424,342,396,114,276,84,30,342,454,504,226,312,196,454,168,246,312,168,114,246,504,0,114,474,226,426,192,168,226,474,198,226,396,342,276,276,198,426,504,142,504,504,198,246
"109",246,538,588,84,142,276,196,198,426,510,198,30,246,538,588,84,142,276,196,198,426,510,198,30,246,538,276,196,588,142,30,114,426,510,168,198,538,192,510,196,508,226,396,168,276,538,226,558,588,276,276,246,508,510,538,226,276,114,480,480,538,114,198,226,276,508,198,246,588,112,112,510,196,142,30,168,226,84,198,114,84,114,480,198,558,510,538,426,510,168,246,30,84,396,538,558,142,426,142,538,198,192,426,114,198,276,588,114,0,588,142,480,246,198,196,588,198,226,510,426,162,162,84,510,558,226,588,588,114,192
"110",426,304,474,504,700,342,616,588,192,276,642,588,426,304,474,504,700,342,616,588,192,276,642,588,426,304,474,616,312,700,558,474,474,588,672,558,586,588,558,616,616,586,504,588,504,304,586,342,162,474,426,588,304,558,616,700,312,558,276,588,274,588,558,616,588,616,672,342,30,700,700,588,616,670,588,672,670,588,588,642,672,504,588,558,30,588,586,504,246,588,426,558,504,192,304,192,700,162,670,616,642,396,474,642,588,558,504,474,588,0,700,276,504,642,700,312,672,700,246,192,426,588,672,276,504,616,342,192,672,558
"111",388,508,700,226,112,358,114,280,508,592,310,112,388,508,700,226,112,358,114,280,508,592,310,112,388,508,388,226,700,112,142,226,538,592,310,310,538,274,622,114,538,226,538,310,358,396,114,700,700,388,358,388,426,622,396,196,388,226,622,622,538,196,310,84,358,426,280,388,670,142,30,592,226,142,112,310,114,226,280,226,226,196,622,310,700,592,426,508,622,310,388,142,226,538,508,700,112,538,30,508,310,304,538,226,280,388,670,226,142,700,0,622,388,310,226,700,280,84,622,508,304,304,226,592,700,196,670,670,196,304
"112",642,226,588,396,622,588,508,342,114,114,426,510,642,226,588,396,622,588,508,342,114,114,426,510,642,226,588,508,588,622,510,426,426,426,396,342,538,672,342,508,508,538,396,396,588,226,538,558,276,588,672,642,196,426,538,622,588,510,84,312,226,510,342,538,672,508,426,558,276,592,592,342,508,622,510,396,622,480,426,426,396,426,396,426,246,426,538,426,30,312,642,510,396,84,226,246,622,114,622,538,510,672,426,510,342,672,588,426,480,276,622,0,558,426,592,588,510,622,114,114,642,642,480,30,558,538,588,276,426,672
"113",246,616,342,162,388,192,274,276,504,588,360,276,246,616,342,162,388,192,274,276,504,588,360,276,246,616,30,274,504,388,276,192,504,588,330,276,616,114,588,274,586,304,474,246,30,616,304,474,342,30,276,84,586,588,616,388,192,276,558,558,616,276,276,304,114,586,360,162,504,358,358,588,274,388,276,330,388,246,276,360,330,192,558,276,474,588,616,504,588,246,246,276,162,474,616,312,388,504,388,616,360,276,504,360,276,114,342,192,246,504,388,558,0,360,358,504,360,388,588,504,246,84,330,588,312,304,504,342,360,114
"114",276,622,642,198,310,360,310,114,510,510,0,198,276,622,642,198,310,360,310,114,510,510,0,198,276,622,330,310,642,310,168,168,480,510,30,84,592,360,396,310,622,280,510,198,360,622,280,672,642,330,276,276,622,480,622,226,330,84,510,426,592,114,84,310,276,622,30,360,672,310,310,426,310,280,198,30,196,114,198,84,114,198,510,168,672,510,592,510,396,114,276,168,198,510,622,672,310,480,280,622,84,330,480,168,114,246,672,168,198,642,310,426,360,0,226,642,114,226,480,510,360,360,198,426,672,310,672,672,114,330
"115",274,426,700,196,114,388,196,310,538,622,226,226,274,426,700,196,114,388,196,310,538,622,226,226,274,426,388,84,700,114,226,226,538,622,196,310,426,388,622,196,396,114,508,280,388,538,226,670,700,388,304,274,508,622,538,30,388,142,592,592,426,142,310,226,304,508,226,358,700,84,196,622,84,114,226,196,142,112,310,310,280,226,592,310,670,622,538,538,622,280,274,226,196,508,426,670,114,538,226,426,226,388,538,310,310,304,700,226,196,700,226,592,358,226,0,700,226,142,622,538,358,358,280,622,670,114,700,700,310,388
"116",426,616,162,504,700,342,616,588,504,588,642,588,426,616,162,504,700,342,616,588,504,588,642,588,426,616,474,616,0,700,558,474,162,276,672,558,274,588,246,616,304,586,192,588,504,616,586,30,474,474,426,588,616,246,304,700,312,558,588,276,586,588,558,616,588,304,672,342,342,700,700,276,616,670,588,672,670,588,588,642,672,504,276,558,342,276,274,192,558,588,426,558,504,504,616,504,700,474,670,304,642,396,162,642,588,558,192,474,588,312,700,588,504,642,700,0,672,700,558,504,426,588,672,588,192,616,30,504,672,558
"117",276,592,672,198,280,330,310,168,480,396,114,168,276,592,672,198,280,330,310,168,480,396,114,168,276,592,360,310,672,280,198,198,510,396,114,198,622,330,510,310,622,310,510,114,330,592,310,672,672,360,246,276,622,426,592,196,360,114,426,510,622,84,198,280,246,622,84,360,642,310,310,480,310,310,168,114,226,114,84,198,198,168,426,114,672,396,622,480,510,198,276,198,198,510,592,672,280,510,310,592,30,360,510,114,168,276,642,198,198,672,280,510,360,114,226,672,0,196,426,480,360,360,114,480,672,280,642,642,168,360
"118",304,508,700,226,196,358,114,280,508,592,226,196,304,508,700,226,196,358,114,280,508,592,226,196,304,508,388,226,700,196,226,226,538,592,226,310,538,358,622,114,538,226,538,310,358,396,114,700,700,388,274,304,426,622,396,112,388,142,622,622,538,112,310,84,274,426,196,388,670,226,114,592,226,226,196,226,30,142,280,310,310,196,622,310,700,592,426,508,622,310,304,226,226,538,508,700,196,538,114,508,226,388,538,310,280,304,670,226,226,700,84,622,388,226,142,700,196,0,622,508,388,388,310,592,700,196,670,670,280,388
"119",672,226,558,426,622,588,538,426,114,30,480,510,672,226,558,426,622,588,538,426,114,30,480,510,672,226,558,538,558,622,480,396,396,342,510,396,508,672,396,538,538,508,426,342,588,226,508,588,246,558,672,672,226,312,538,622,558,480,30,426,196,510,396,538,672,538,510,588,276,622,622,426,538,592,510,510,592,510,342,480,510,426,342,312,276,342,508,426,84,426,672,480,426,114,226,276,622,84,592,538,396,642,396,396,426,642,588,396,510,246,622,114,588,480,622,558,426,622,0,114,672,672,426,114,588,538,588,276,510,642
"120",588,112,504,342,508,474,454,396,0,84,510,396,588,112,504,342,508,474,454,396,0,84,510,396,588,112,504,454,504,508,426,342,342,396,510,426,454,558,426,454,454,454,342,426,474,112,454,504,192,504,558,588,142,426,424,508,504,426,114,426,142,396,426,424,558,454,480,504,162,538,538,396,454,538,396,510,538,426,396,510,510,312,426,426,192,396,454,312,114,426,588,426,342,30,112,192,508,30,538,424,510,588,342,510,396,588,474,342,426,192,508,114,504,510,538,504,480,508,114,0,588,588,510,84,504,424,474,162,480,588
"121",84,700,588,246,304,114,358,360,588,672,360,192,84,700,588,246,304,114,358,360,588,672,360,192,84,700,276,358,426,304,192,276,588,672,330,360,700,192,672,358,670,388,558,330,276,700,388,396,588,276,114,246,670,672,700,388,114,276,642,642,700,276,360,388,276,670,360,84,426,274,274,672,358,304,192,330,388,246,360,276,246,276,642,360,396,672,700,588,672,330,84,192,246,558,700,558,304,588,304,700,360,30,588,276,360,276,588,276,162,426,304,642,246,360,358,426,360,388,672,588,0,162,246,672,558,388,426,588,276,192
"122",246,700,426,246,304,276,358,360,588,672,360,192,246,700,426,246,304,276,358,360,588,672,360,192,246,700,114,358,588,304,192,276,588,672,330,360,700,30,672,358,670,388,558,330,114,700,388,558,426,114,276,84,670,672,700,388,276,276,642,642,700,276,360,388,114,670,360,246,588,274,274,672,358,304,192,330,388,246,360,276,246,276,642,360,558,672,700,588,672,330,246,192,246,558,700,396,304,588,304,700,360,192,588,276,360,114,426,276,162,588,304,642,84,360,358,588,360,388,672,588,162,0,246,672,396,388,588,426,276,30
"123",330,622,672,168,226,360,280,198,510,426,198,114,330,622,672,168,226,360,280,198,510,426,198,114,330,622,360,280,672,226,114,198,510,426,168,198,622,276,510,280,592,310,480,84,360,622,310,642,672,360,360,330,592,426,622,310,360,198,396,480,622,198,198,310,360,592,198,330,672,196,196,510,280,226,114,168,310,168,114,114,84,198,396,114,642,426,622,510,510,168,330,114,168,480,622,642,226,510,226,622,114,276,510,30,198,360,672,198,84,672,226,480,330,198,280,672,114,310,426,510,246,246,0,510,642,310,672,672,114,276
"124",672,196,588,426,592,558,538,312,84,84,426,480,672,196,588,426,592,558,538,312,84,84,426,480,672,196,588,538,588,592,510,426,426,396,426,342,538,642,342,538,538,538,426,426,558,196,538,588,276,588,642,672,226,426,508,592,588,510,114,342,226,480,342,508,642,538,396,588,246,622,622,312,538,622,480,426,622,510,396,426,426,396,426,426,276,396,538,396,30,342,672,510,426,114,196,276,592,114,622,508,510,672,426,510,312,672,558,426,510,276,592,30,588,426,622,588,480,592,114,84,672,672,510,0,588,508,558,246,396,672
"125",558,616,30,474,700,504,586,588,504,588,672,588,558,616,30,474,700,504,586,588,504,588,672,588,558,616,342,586,192,700,588,504,192,276,642,588,304,426,276,586,274,616,162,558,342,616,616,162,342,342,588,396,586,276,304,700,504,588,558,246,616,588,588,616,426,274,672,474,504,670,670,276,586,700,588,642,700,558,588,672,642,504,246,588,474,276,304,192,588,558,558,588,474,474,616,312,700,504,700,304,672,588,192,672,588,426,30,504,558,504,700,558,312,672,670,192,672,700,588,504,558,396,642,588,0,616,192,342,672,426
"126",388,312,616,142,84,274,142,196,424,508,310,196,388,312,616,142,84,274,142,196,424,508,310,196,388,312,304,30,616,84,226,142,454,508,310,226,342,358,538,142,342,30,454,226,274,424,142,616,616,304,358,388,454,538,424,84,304,226,538,538,342,196,226,112,358,454,280,304,586,114,226,508,30,114,196,310,226,226,196,310,310,112,538,226,616,508,454,424,538,226,388,226,142,454,312,616,84,454,226,312,310,388,454,310,196,388,586,142,226,616,196,538,304,310,114,616,280,196,538,424,388,388,310,508,616,0,586,586,280,388
"127",426,586,192,504,670,312,616,558,474,558,672,558,426,586,192,504,670,312,616,558,474,558,672,558,426,586,504,616,30,670,588,504,192,246,672,588,304,558,276,616,304,616,192,588,474,586,616,30,504,504,396,588,616,276,274,670,342,588,588,276,616,558,588,586,558,304,642,342,312,700,700,246,616,700,558,672,700,588,558,672,672,474,276,588,342,246,304,162,588,588,426,588,504,504,586,504,670,504,700,274,672,426,192,672,558,588,162,504,588,342,670,588,504,672,700,30,642,670,588,474,426,588,672,558,192,586,0,474,642,588
"128",588,274,342,504,670,474,616,558,162,246,672,558,588,274,342,504,670,474,616,558,162,246,672,558,588,274,342,616,504,670,588,504,504,558,672,588,616,396,588,616,616,616,504,588,312,274,616,504,30,342,558,426,304,588,586,670,504,588,276,588,304,558,588,586,396,616,642,504,162,700,700,558,616,700,558,672,700,588,558,672,672,474,588,588,192,558,616,474,276,588,588,588,504,192,274,30,670,192,700,586,672,588,504,672,558,426,312,504,588,192,670,276,342,672,700,504,642,670,276,162,588,426,672,246,342,586,474,0,642,426
"129",360,592,672,198,196,330,310,84,480,480,114,84,360,592,672,198,196,330,310,84,480,480,114,84,360,592,360,310,672,196,114,198,510,480,114,114,622,246,426,310,622,310,510,198,330,592,310,672,672,360,330,360,622,510,592,280,360,198,510,426,622,168,114,280,330,622,84,360,642,226,226,396,310,226,84,114,310,198,168,30,30,168,510,198,672,480,622,480,426,114,360,114,198,510,592,672,196,510,226,592,198,276,510,114,84,360,642,198,114,672,196,426,360,114,310,672,168,280,510,480,276,276,114,396,672,280,642,642,0,276
"130",276,700,396,276,304,276,388,360,588,672,330,192,276,700,396,276,304,276,388,360,588,672,330,192,276,700,84,388,558,304,162,246,558,672,360,330,670,30,642,388,700,358,588,360,114,700,358,588,396,84,276,114,700,642,700,388,246,246,672,672,670,276,330,388,114,700,360,276,588,304,304,672,388,274,192,360,358,276,360,246,276,276,672,330,588,672,670,588,642,360,276,162,276,588,700,426,304,558,274,700,330,162,558,246,360,84,426,246,192,558,304,672,114,330,388,558,360,388,642,588,192,30,276,672,426,388,588,426,276,0
