"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135"
"79",32304,32764,28614,28956,32646,28838,32528,23238,27270,29014,23462,27152,32304,32764,26928,32646,23580,28614,23402,28496,28956,27092,28672,32528,32586,35972,35058,35574,32422,27210,32188,35798,22196,27036,32472,35402,35630,36030,35922,2912,3294,3234,3294,3842,3338,5623,3481,5352,1576,1942,2672,2090,4218,2700,1064,2760,3146,1982,1754,2972,2638,2308,4812,4372,3196,2080,3196,3452,5898,5508,3811,2199,1380,3233,1204,4922,2084,2170,0,2194,2756,1090,5394,2486,2934,3136,1380,1612,1050,4951,3234,1026,3233,3264,2076,2016,3182,2524,2252,5563,2666,1918,1636,1978,5180,5338,5814,2016,3228,2268,2850,2125,3421,5424,6102,4198,5772,5688,2248,4348,2672,5484,3481,2732,2163,2455,1730,3368,3599,2223,2060,2843,2053,2440,1380
"80",30914,31203,27224,27395,31085,27277,30796,21848,25538,27282,21730,25591,30914,31032,25538,30914,21848,27224,21841,27106,27224,25360,27282,30967,31025,34411,33326,34184,31032,25649,30798,34066,20464,25475,30911,34012,33898,34298,34190,1396,3254,3020,3080,2152,2152,4286,2804,6048,3770,2486,2048,4284,5422,854,3258,1244,1282,1456,1714,1456,3182,3182,5356,4158,2902,234,1912,1258,4208,3974,2804,2842,1594,2226,1164,4882,2044,1876,2194,0,562,1224,4208,1612,1244,2842,2584,1826,2254,5594,3194,3220,2226,1574,2290,3220,2308,504,406,4226,2800,3452,3830,3512,5216,5044,4860,2230,5422,2054,1566,2108,2744,4140,4412,4332,3752,4404,3122,5044,1718,4200,2144,1448,826,1778,2274,2084,2262,886,2604,1506,2696,2146,1594
"81",31152,31441,27462,27633,31323,27515,31034,22086,25776,27520,21968,25829,31152,31270,25776,31152,22086,27462,22079,27344,27462,25598,27520,31205,31263,34649,33564,34422,31270,25887,31036,34304,20702,25713,31149,34250,34136,34536,34428,834,3052,2818,2878,1926,1926,4060,2578,5846,3788,1924,1486,4082,5660,292,3380,1342,720,1786,2056,894,2956,2956,5130,4396,3140,796,2150,1032,3982,3748,2578,3080,1496,1664,1726,4900,1726,2438,2756,562,0,1786,3982,1282,1342,3080,2486,1264,2816,5612,2992,3458,1664,1012,2528,3458,2314,406,504,4000,2818,3458,3848,3518,5222,5282,4634,2468,5660,2176,1004,2438,2518,3914,4186,4570,3526,4178,2896,5282,1816,3974,1918,886,1388,1876,2372,1858,2036,1448,2042,944,2378,2048,1496
"82",31670,32130,28040,28322,32072,28204,31954,22664,26696,28500,22828,26578,31670,32130,26354,32072,22946,27980,22888,27922,28382,26578,28158,31954,32072,35338,34424,35000,31788,26696,31674,35164,21562,26522,31898,34888,34996,35516,35288,1942,2204,2264,2264,2812,2308,5102,2960,4824,2666,2972,2264,3120,5188,1730,2034,1670,2056,952,784,1942,3668,3338,5782,3402,2728,1050,2668,2482,4868,4538,3230,1738,2350,2712,234,3952,1114,1642,1090,1224,1786,0,4364,1396,1904,2728,2410,2642,2080,4430,2264,2116,2652,2234,3106,3106,2092,1554,1282,5102,1576,3008,2666,2948,4772,4810,5346,3106,4198,1178,2322,1544,2960,5016,5012,3228,4682,5160,3338,3880,2264,4956,2960,2204,1702,1934,2700,2960,3078,1642,3090,2382,1592,2032,2410
"83",29558,30018,25808,26210,29840,26092,29722,20432,24464,26328,20716,24346,29558,30018,24122,29840,20834,25868,20716,25690,26150,24406,25986,29722,29900,33226,32312,32768,29676,24524,29502,33052,19450,24350,29666,32716,32884,33344,33176,3808,3416,3416,3356,2890,2056,3062,2708,3588,4368,4778,3800,4212,4392,3926,5298,3920,3982,4634,4538,3748,3746,3086,1868,3206,4260,3974,3660,2950,834,234,3428,3990,5070,4518,4538,3206,4544,5346,5394,4208,3982,4364,0,4874,4034,4320,5670,4778,5664,3624,3416,4368,4578,4040,3978,4698,3842,4214,3802,3122,3338,4698,4308,4698,4014,4014,1312,4038,4062,4442,4578,5346,2768,1372,2762,3032,2762,3240,3146,3624,4454,1372,3368,4460,4686,3734,4950,3428,3486,4686,4896,4578,5022,5352,5010
"84",32082,32371,28452,28563,32313,28445,32024,23076,26766,28570,22898,26819,32082,32200,26766,32142,23016,28392,23129,28334,28452,26648,28570,32195,32313,35579,34494,35412,32200,26937,32086,35234,21632,26763,32139,35300,35066,35586,35358,1456,2552,2438,2438,2488,2818,5282,3470,5346,2638,2486,2438,3642,5930,1574,2880,1844,1222,564,906,1456,3518,3848,5632,4126,3470,1786,3080,2314,4544,4700,3080,2810,2426,2226,1456,3750,576,2708,2486,1612,1282,1396,4874,0,1904,3470,2816,2486,3146,4402,2612,3188,2166,1574,3518,3848,1032,1456,1786,5282,1548,2296,2638,2236,4060,5552,5196,3518,5270,1676,2166,1156,3470,5196,4688,4300,4688,5340,3848,4952,2438,5136,3140,2048,2438,2768,2874,3140,3258,2378,2604,2226,1228,2438,2486
"85",31924,32042,28174,28234,31864,28116,31917,22798,26659,28523,22911,26370,31924,32213,26488,32035,23029,28234,22740,28056,28345,26601,28352,31746,31924,35250,34507,35134,32042,26548,31868,35247,21645,26374,31690,35082,35079,35539,35371,682,2766,2940,2880,1144,1978,4772,2630,5734,3630,1652,1994,3910,5772,1460,2944,234,682,1514,1400,622,2348,3008,4346,5072,3192,1184,2922,2038,3200,4094,2030,3582,2604,1156,1730,4568,1730,2226,2934,1244,1342,1904,4034,1904,0,3252,2874,2312,2544,5334,2766,3960,1216,330,3240,3630,2600,1400,1012,4832,2600,3630,3570,3630,5394,5394,4026,3300,6102,1914,2112,2226,2690,4746,3228,5072,4124,4950,3068,5664,1004,4746,2630,1994,1896,1604,1264,2690,2748,1896,1534,2112,2556,2556,2544
"86",30900,31360,27210,27552,31242,27434,31124,21834,25866,27610,22058,25748,30900,31360,25524,31242,22176,27210,21998,27092,27552,25688,27268,31124,31182,34568,33654,34170,31018,25806,30784,34394,20792,25632,31068,33998,34226,34626,34518,2906,2880,2820,2880,2108,2264,3848,2036,4196,2660,3434,2584,3174,3322,3024,4200,3078,3140,3290,3392,2966,2402,2732,4576,3958,60,2728,1050,2048,4164,4434,1706,1414,3202,2856,2842,4508,3398,1086,3136,2842,3080,2728,4320,3470,3252,0,2212,3434,2206,4166,2820,2110,2856,3258,2170,1120,2438,2848,2900,3788,2252,2672,2720,2732,3694,2202,3338,2110,4312,3906,2432,3062,1976,3278,4368,3784,4368,3542,2672,3192,2248,3338,1706,2314,2440,3062,3546,1222,1824,2500,3552,2796,2996,1032,3202
"87",32310,32770,28560,28962,32592,28844,32474,23184,27216,29080,23468,27098,32310,32770,26874,32592,23586,28620,23468,28442,28902,27158,28738,32474,32652,35978,35064,35520,32428,27276,32254,35804,22202,27102,32418,35468,35636,36096,35928,2312,4290,4290,4230,3458,3614,5569,3757,6348,2632,1222,2732,3026,3234,2430,2384,2760,2486,2912,3134,2252,2254,2584,4488,5428,2152,2350,3202,3518,5514,5904,3487,3255,1050,2513,2584,5978,2804,1510,1380,2584,2486,2410,5670,2816,2874,2212,0,1222,330,5887,4290,2082,2573,2544,2022,1092,3848,2254,2642,5629,3662,2644,2572,2644,5906,4354,5430,2082,4224,3588,2520,3115,3817,5490,5778,5254,5778,5694,2644,5284,2732,5490,3427,2402,2553,3055,1730,3434,3545,2553,1340,2573,2773,1180,990
"88",31552,32012,27802,28204,31834,28086,31716,22426,26458,28322,22710,26340,31552,32012,26116,31834,22828,27862,22710,27684,28144,26400,27980,31716,31894,35220,34306,34762,31670,26518,31496,35046,21444,26344,31660,34710,34878,35338,35170,1750,4082,4082,4022,2896,2722,4347,2865,6140,2644,660,1840,2818,4456,1208,2176,2198,1924,2582,3146,1690,1692,1692,3926,5660,3374,1592,2444,2296,4952,5012,2925,3487,292,1951,2816,5990,2816,2732,1612,1826,1264,2642,4778,2486,2312,3434,1222,0,1552,5899,4082,2314,2011,1982,1264,2314,3518,1496,1420,4407,3674,2314,2584,2314,5576,5576,4868,1324,4456,3380,1298,2785,2925,4268,5216,5486,4556,4472,1752,5516,2170,4268,2205,1180,1795,2163,1168,2212,2323,1795,778,1351,2785,2402,232
"89",32304,32764,28554,28956,32586,28838,32468,23178,27210,29074,23462,27092,32304,32764,26868,32586,23580,28614,23462,28436,28896,27152,28732,32468,32646,35972,35058,35514,32422,27270,32248,35798,22196,27096,32412,35462,35630,36090,35922,2642,4284,4284,4224,3452,3608,5563,3751,6342,2626,1552,3062,3020,3228,2760,2054,2430,2816,2582,2804,2582,2248,2578,4482,5422,2146,2020,3196,3512,5508,5898,3481,3249,1380,2843,2254,5972,3134,1180,1050,2254,2816,2080,5664,3146,2544,2206,330,1552,0,5881,4284,2076,2903,2874,2016,1086,3842,2584,2312,5623,3656,2638,2566,2638,5900,4348,5424,2076,4218,3258,2850,2785,3811,5484,5772,5248,5772,5688,2638,5278,2402,5484,3421,2732,2223,2725,1400,3428,3539,2223,1670,2903,3103,1510,1320
"90",30808,31268,27058,27460,31090,27342,30972,21682,25714,27578,21966,25596,30808,31268,25372,31090,22084,27118,21966,26940,27400,25656,27236,30972,31150,34476,33562,34018,30926,25774,30752,34302,20700,25600,30916,33966,34134,34594,34426,5108,4032,4032,3972,4190,4016,1552,3364,1488,3375,5569,4880,4319,2773,5556,5405,5220,5282,4162,4054,5048,4537,4537,4323,1436,4106,5360,4166,4580,3798,3858,3424,2752,5947,4514,4604,886,4060,5192,4951,5594,5612,4430,3624,4402,5334,4166,5887,5899,5881,0,4032,3925,4574,5340,4855,4915,3370,5600,5432,1612,2854,3717,3315,3717,826,2024,3396,4915,1783,5058,5328,3570,3424,3786,2226,1262,2556,2154,4597,974,4874,3786,3694,5210,4768,4390,5741,4178,3812,4768,5687,4904,3234,5198,5887
"91",31864,31982,28174,28174,31864,28056,31917,22798,26659,28403,22851,26370,31864,32153,26488,32035,22969,28174,22620,28056,28345,26481,28232,31746,31804,35190,34465,35152,31982,26428,31766,35205,21603,26272,31708,34962,35037,35419,35311,2992,60,174,234,1846,1360,4814,2012,3028,2208,4082,2984,1264,5400,3098,2290,2940,3052,2606,2030,3052,3050,2390,5000,3320,2880,3254,2880,1960,3902,3356,2672,1830,4290,3598,2030,3146,2036,3906,3234,3194,2992,2264,3416,2612,2766,2820,4290,4082,4284,4032,0,2208,3598,2772,3258,3198,1580,3026,2986,4754,1238,2550,2268,2610,4314,5022,4728,3198,4410,1260,3810,3258,1952,4668,3882,3320,4094,4920,2330,4032,3638,4728,2672,3704,3846,3038,3970,2612,2778,3906,3976,3750,2862,3852,4290
"92",31278,31738,27588,27930,31620,27812,31502,22212,26244,27988,22436,26126,31278,31738,25902,31620,22554,27588,22376,27470,27930,26066,27646,31502,31560,34946,34032,34548,31396,26184,31162,34772,21170,26010,31446,34376,34604,35004,34896,3614,2268,2208,2268,2816,2312,4597,2455,4326,550,2644,3374,1064,3192,3402,2090,3786,3848,3008,2780,3674,1612,1282,3786,3346,2170,3106,2170,2426,4872,4482,2785,1173,2082,3935,2230,3896,2786,3196,1026,3220,3458,2116,4368,3188,3960,2110,2082,2314,2076,3925,2208,0,3935,3966,1050,990,2156,3226,3278,4537,1640,892,610,952,4154,4312,4788,990,2202,3294,3552,3151,2395,4398,5076,3172,4746,4662,1222,3322,3698,4458,2455,3434,3189,3481,2756,2342,2573,3249,2762,3545,2755,3142,2082
"93",31892,32352,28262,28544,32294,28426,32176,22886,26918,28722,23050,26800,31892,32352,26576,32294,23168,28202,23110,28144,28604,26800,28380,32176,32294,35560,34646,35222,32010,26918,31896,35386,21784,26744,32120,35110,35218,35738,35510,830,3538,3598,3598,2036,2522,4012,1870,5278,3605,1351,1262,3945,5687,1608,3183,982,944,2382,2556,830,2383,3043,4261,5730,2856,2052,2466,2696,4092,4752,1150,2762,2183,60,2886,5400,2226,2094,3233,2226,1664,2652,4578,2166,1216,2856,2573,2011,2903,4574,3598,3935,0,886,3275,3605,3198,1896,1820,4012,3024,3605,3605,3545,4998,4938,3690,3275,6017,2836,1320,1670,1870,4350,4000,5556,4896,4494,3043,5328,932,4290,1870,1202,1400,1168,1503,2294,1988,1340,1233,956,1400,1824,2243
"94",31930,32048,28180,28240,31870,28122,31923,22804,26665,28529,22917,26376,31930,32219,26494,32041,23035,28240,22746,28062,28351,26607,28358,31752,31930,35256,34513,35140,32048,26554,31874,35253,21651,26380,31696,35088,35085,35545,35377,352,2772,2946,2886,1150,1984,4778,2636,5740,3636,1322,1664,3916,5778,1130,3274,564,352,1844,1730,292,2354,3014,4352,5078,3198,1514,2928,2044,3206,4100,2036,3588,2274,826,2060,4574,1400,2556,3264,1574,1012,2234,4040,1574,330,3258,2544,1982,2874,5340,2772,3966,886,0,3246,3636,2606,1070,1342,4838,2606,3636,3576,3636,5400,5400,4032,3306,6108,2244,1782,2556,2696,4752,3234,5078,4130,4956,3074,5670,1334,4752,2636,1664,2226,1934,1594,2696,2754,2226,1204,1782,2226,2226,2214
"95",30288,30748,26538,26940,30570,26822,30452,21162,25194,27058,21446,25076,30288,30748,24852,30570,21564,26598,21446,26420,26880,25136,26716,30452,30630,33956,33042,33498,30406,25254,30232,33782,20180,25080,30396,33446,33614,34074,33906,3014,3258,3258,3198,2096,1922,3547,2065,5316,1600,1924,3104,1994,3192,2472,3080,3126,3188,3278,3830,2954,892,892,3126,4396,2110,2056,1180,1496,4152,4212,2125,2223,1092,3215,3280,4946,3836,3196,2076,2290,2528,3106,3978,3518,3240,2170,2022,1264,2016,4855,3258,1050,3275,3246,0,1050,2486,2296,2348,3607,2630,1282,1540,1282,4544,4312,4068,60,3192,4284,2562,3481,2125,3468,4416,4222,3756,3672,952,4252,3098,3468,1405,2444,2259,3091,2096,1412,1523,2259,2042,2615,3805,3202,1032
"96",31278,31738,27588,27930,31620,27812,31502,22212,26244,27988,22436,26126,31278,31738,25902,31620,22554,27588,22376,27470,27930,26066,27646,31502,31560,34946,34032,34548,31396,26184,31162,34772,21170,26010,31446,34376,34604,35004,34896,3284,3258,3198,3258,2486,2642,4597,2785,5316,1540,2314,3704,2054,2202,3402,3080,3456,3518,3668,3770,3344,1282,1612,3456,4336,1180,3106,2170,2426,4542,4812,2455,2163,2082,3605,3220,4886,3776,2206,2016,3220,3458,3106,4698,3848,3630,1120,1092,2314,1086,4915,3198,990,3605,3636,1050,0,2816,3226,3278,4537,2630,1552,1600,1612,4814,3322,4458,990,3192,4284,3552,3811,2725,4398,4746,4162,4746,4662,1552,4312,3368,4458,2455,3434,3189,3811,2426,2342,2573,3249,2432,3545,3745,2152,2082
"97",31050,31339,27420,27531,31281,27413,30992,22044,25734,27538,21866,25787,31050,31168,25734,31110,21984,27360,22097,27302,27420,25616,27538,31163,31281,34547,33462,34380,31168,25905,31054,34202,20600,25731,31107,34268,34034,34554,34326,2488,1520,1406,1406,1456,1786,4250,2438,4314,1606,3518,3470,2610,4898,2606,3576,2540,2254,1260,1602,2488,2486,2816,4600,3094,2438,2482,2048,1282,3512,3668,2048,1778,3458,3258,2152,2718,1608,3404,3182,2308,2314,2092,3842,1032,2600,2438,3848,3518,3842,3370,1580,2156,3198,2606,2486,2816,0,2488,2482,4250,516,1264,1606,1204,3028,4520,4164,2486,4238,2372,3198,1852,2438,4164,3656,3268,3656,4308,2816,3920,3134,4104,2108,3080,3134,3464,3570,2108,2226,3074,3636,3258,2260,3470,3518
"98",30920,31038,27230,27230,30920,27112,30973,21854,25715,27459,21907,25426,30920,31209,25544,31091,22025,27230,21676,27112,27401,25537,27288,30802,30860,34246,33503,34190,31038,25484,30804,34243,20641,25310,30746,34018,34075,34475,34367,1066,3086,3200,3260,1984,2158,4292,2810,6054,3776,2156,1718,4290,5428,524,3588,1574,1126,1786,1870,1126,3188,3188,5362,4338,2908,564,1918,1438,4040,4154,2810,2848,1264,1896,1320,4714,1540,2206,2524,504,406,1554,4214,1456,1400,2848,2254,1496,2584,5600,3026,3226,1896,1070,2296,3226,2488,0,736,4232,2806,3458,3836,3518,5222,5050,4866,2236,5428,2558,1236,2438,2750,4146,4244,4338,3584,4410,3128,5050,2048,4206,2150,1118,1156,2108,2604,2090,2268,1216,2274,1176,2366,1816,1264
"99",30972,31432,27282,27624,31314,27506,31196,21906,25938,27682,22130,25820,30972,31432,25596,31314,22248,27282,22070,27164,27624,25760,27340,31196,31254,34640,33726,34242,31090,25878,30856,34466,20864,25704,31140,34070,34298,34698,34590,990,3046,2986,3046,1920,1746,3880,2398,5666,3608,2080,1642,3902,5480,448,2876,838,1224,1282,1726,1050,2776,2776,4950,4564,2960,292,1970,1200,3976,3916,2398,2900,1652,1820,1396,4894,2056,1934,2252,406,504,1282,3802,1786,1012,2900,2642,1420,2312,5432,2986,3278,1820,1342,2348,3278,2482,736,0,3820,2638,3278,3668,3338,5042,5102,4454,2288,5480,2020,1160,1934,2338,3734,4180,4390,3520,3998,2716,5102,1312,3794,1738,1042,884,1372,1868,1678,1856,944,2198,1100,2534,2204,1652
"100",29500,29960,25810,26152,29842,26034,29724,20434,24466,26210,20658,24348,29500,29960,24124,29842,20776,25810,20598,25692,26152,24288,25868,29724,29782,33168,32254,32770,29618,24406,29384,32994,19392,24232,29668,32598,32826,33226,33118,4486,4814,4754,4814,3688,3514,60,2862,2270,4867,5067,4258,5161,2455,3944,6187,4658,4720,5102,5546,4546,4035,4035,3761,2048,3848,4112,2858,2968,3296,3236,2862,3364,4639,4012,5216,2378,5552,4874,5563,4226,4000,5102,3122,5282,4832,3788,5629,4407,5623,1612,4754,4537,4012,4838,3607,4537,4250,4232,3820,0,4406,4537,4927,4597,1646,1706,2894,3547,2455,5840,3776,4450,2802,2174,1664,1874,1004,602,3975,1706,4252,2234,2202,3658,3400,3888,5179,2566,2320,3460,5185,3292,4726,4820,4639
"101",31194,31654,27564,27846,31596,27728,31478,22188,26220,28024,22352,26102,31194,31654,25878,31596,22470,27504,22412,27446,27906,26102,27682,31478,31596,34862,33948,34524,31312,26220,31198,34688,21086,26046,31422,34412,34520,35040,34812,2314,1178,1238,1238,1456,1282,4406,1934,3798,1090,3344,2966,2094,4712,2762,3060,2366,2428,1428,1260,2314,2312,2312,4426,2926,2252,2626,2192,1786,3512,3512,1874,1262,3602,3084,1810,2376,1266,3218,2666,2800,2818,1576,3338,1548,2600,2252,3662,3674,3656,2854,1238,1640,3024,2606,2630,2630,516,2806,2638,4406,0,1432,1090,1372,3196,4334,3990,2630,3722,2204,3354,2020,1934,4320,3656,2752,3986,4464,2312,3404,2960,4260,2264,3236,3278,2960,3396,2264,2382,3218,3462,3414,1744,3284,3662
"102",31510,31970,27820,28162,31852,28044,31734,22444,26476,28220,22668,26358,31510,31970,26134,31852,22786,27820,22608,27702,28162,26298,27878,31734,31792,35178,34264,34780,31628,26416,31394,35004,21402,26242,31678,34608,34836,35236,35128,3284,2610,2550,2610,2486,2642,4597,2785,4668,342,2314,3704,1406,3754,3402,2432,3456,3518,2116,2572,3344,1282,1612,3456,4238,2732,3338,2402,2426,4542,4812,2455,2065,2314,3605,3122,3688,2578,3758,1918,3452,3458,3008,4698,2296,3630,2672,2644,2314,2638,3717,2550,892,3605,3636,1282,1552,1264,3458,3278,4537,1432,0,402,60,3262,4874,4458,1222,3094,3636,3552,2259,2725,4398,4746,4064,4746,4662,1552,4214,3368,4458,2455,3434,3421,3811,2426,2342,2573,3481,2432,3545,2547,3704,2314
"103",31828,32288,28078,28480,32110,28362,31992,22702,26734,28598,22986,26616,31828,32288,26392,32110,23104,28138,22986,27960,28420,26676,28256,31992,32170,35496,34582,35038,31946,26794,31772,35322,21720,26620,31936,34986,35154,35614,35446,3344,2268,2268,2208,2426,2252,4867,2395,4326,60,2254,3434,1004,3742,3792,2090,3456,3518,2398,2290,3284,1222,1222,3456,3956,2660,3596,2720,2816,4482,4542,2455,1783,2632,3545,2840,3406,2296,3746,1636,3830,3848,2666,4308,2638,3570,2720,2572,2584,2566,3315,2268,610,3605,3576,1540,1600,1606,3836,3668,4927,1090,402,0,402,3664,4862,4398,1600,2752,3294,3882,2601,2455,4788,4746,3782,5076,4992,1282,3812,3428,4788,2725,3764,3799,3421,2426,2732,2843,3799,2372,3935,2265,3752,2572
"104",31450,31910,27820,28102,31852,27984,31734,22444,26476,28280,22608,26358,31450,31910,26134,31852,22726,27760,22668,27702,28162,26358,27938,31734,31852,35118,34204,34780,31568,26476,31454,34944,21342,26302,31678,34668,34776,35296,35068,3344,2550,2610,2610,2486,2642,4597,2785,4608,402,2314,3764,1406,3694,3462,2372,3396,3458,2116,2632,3344,1282,1612,3396,4298,2732,3338,2342,2486,4542,4872,2395,2125,2254,3605,3182,3748,2638,3698,1978,3512,3518,2948,4698,2236,3630,2732,2644,2314,2638,3717,2610,952,3545,3636,1282,1612,1204,3518,3338,4597,1372,60,402,0,3322,4814,4458,1282,3034,3576,3492,2199,2785,4458,4686,4124,4686,4602,1612,4214,3428,4398,2455,3374,3481,3811,2366,2402,2573,3421,2432,3605,2607,3764,2314
"105",30490,30950,26800,27142,30832,27024,30714,21424,25456,27200,21648,25338,30490,30950,25114,30832,21766,26800,21588,26682,27142,25278,26858,30714,30772,34158,33244,33760,30608,25396,30374,33984,20382,25222,30658,33588,33816,34216,34108,5048,4374,4314,4374,4250,4406,1706,4178,1406,3604,5576,4726,4668,2732,5166,5694,5220,5282,3880,4336,5108,4544,4874,4270,1718,3754,5102,3424,4190,3858,4128,3848,3458,5576,4998,4886,1168,4342,4780,5180,5216,5222,4772,4014,4060,5394,3694,5906,5576,5900,826,4314,4154,4998,5400,4544,4814,3028,5222,5042,1646,3196,3262,3664,3322,0,1612,3032,4484,2072,5400,4574,3652,4118,2972,2226,1544,2226,1400,4814,952,4390,3032,3848,4456,4814,5204,5688,3364,3966,4874,5694,4938,3940,4726,5576
"106",30198,30658,26568,26850,30600,26732,30482,21192,25224,27028,21356,25106,30198,30658,24882,30600,21474,26508,21416,26450,26910,25106,26686,30482,30600,33866,32952,33528,30316,25224,30202,33692,20090,25050,30426,33416,33524,34044,33816,5108,4962,5022,5022,4250,4406,1706,4178,1994,4862,5576,4786,5316,1120,5226,6282,5160,5222,5432,5594,5108,4544,4874,4210,1876,2202,4870,3132,4250,3858,4188,3788,3616,5284,4998,5044,2426,5600,3168,5338,5044,5282,4810,4014,5552,5394,2202,4354,5576,4348,2024,5022,4312,4938,5400,4312,3322,4520,5050,5102,1706,4334,4874,4862,4814,1612,0,3032,4312,2110,5988,4514,5144,4178,3032,2166,1702,2166,1340,4874,1050,4450,2972,3848,4396,4642,5204,5628,3424,3966,4582,5694,4998,5198,3234,5344
